"","affy_hg_u133_plus_2","external_gene_name"
"12296","212812_at","SERINC5"
"12297","212221_x_at","AC244197.3"
"12298","212223_at","AC244197.3"
"12299","212064_x_at","MAZ"
"12300","213821_s_at","AC244197.2"
"12301","213562_s_at","SQLE"
"12302","213577_at","SQLE"
"12303","213315_x_at","EOLA1"
"12304","212961_x_at","EOLA1"
"12305","212552_at","HPCAL1"
"12306","210437_at","MAGEA9B"
"12307","209828_s_at","IL16"
"12308","209827_s_at","IL16"
"12309","210503_at","MAGEA11"
"12310","210437_at","MAGEA9"
"12311","212756_s_at","UBR2"
"12312","212760_at","UBR2"
"12313","210274_at","MAGEA8"
"12314","213315_x_at","EOLA2"
"12315","212961_x_at","EOLA2"
"12316","213208_at","BICRAL"
"12317","211586_s_at","ATP2B2"
"12318","211252_x_at","PTCRA"
"12319","211837_s_at","PTCRA"
"12320","210947_s_at","MSH3"
"12321","213511_s_at","MTMR1"
"12322","210241_s_at","TP53TG1"
"12323","210886_x_at","TP53TG1"
"12324","209917_s_at","TP53TG1"
"12325","210328_at","GNMT"
"12326","213820_s_at","STARD5"
"12327","211050_x_at","FAM157B"
"12328","211159_s_at","PPP2R5D"
"12329","209994_s_at","ABCB4"
"12330","210905_x_at","POU5F1B"
"12331","209994_s_at","ABCB1"
"12332","209993_at","ABCB1"
"12333","212578_x_at","AC245033.4"
"12334","211487_x_at","AC245033.4"
"12335","212578_x_at","AC245033.1"
"12336","211487_x_at","AC245033.1"
"12337","213422_s_at","MXRA8"
"12338","210295_at","MAGEA10"
"12339","209942_x_at","MAGEA3"
"12340","210829_s_at","SSBP2"
"12341","210467_x_at","MAGEA12"
"12342","210263_at","KCNF1"
"12343","209942_x_at","MAGEA6"
"12344","213411_at","ADAM22"
"12345","211569_s_at","HADH"
"12346","211504_x_at","ROCK2"
"12347","210948_s_at","LEF1"
"12348","213874_at","SERPINA4"
"12349","209443_at","SERPINA5"
"12350","211788_s_at","TREX2"
"12351","213334_x_at","TREX2"
"12352","210793_s_at","NUP98"
"12353","213334_x_at","HAUS7"
"12354","212661_x_at","PPIAP11"
"12355","213905_x_at","BGN"
"12356","213229_at","DICER1"
"12357","212888_at","DICER1"
"12358","210813_s_at","XRCC4"
"12359","210812_at","XRCC4"
"12360","211571_s_at","VCAN"
"12361","210855_at","GREB1"
"12362","210562_at","GREB1"
"12363","213204_at","CUL9"
"12364","213871_s_at","CUL9"
"12365","212399_s_at","VGLL4"
"12366","212276_at","LPIN1"
"12367","212272_at","LPIN1"
"12368","212274_at","LPIN1"
"12369","211464_x_at","CASP6"
"12370","209790_s_at","CASP6"
"12371","213846_at","COX7C"
"12372","213843_x_at","SLC6A8"
"12373","210854_x_at","SLC6A8"
"12374","210621_s_at","RASA1"
"12375","212046_x_at","MAPK3"
"12376","212149_at","EFR3A"
"12377","212150_at","EFR3A"
"12378","213839_at","CLMN"
"12379","210868_s_at","ELOVL6"
"12380","213485_s_at","ABCC10"
"12381","210474_s_at","CDK11B"
"12382","212401_s_at","CDK11B"
"12383","211289_x_at","CDK11B"
"12384","210247_at","SYN2"
"12385","210315_at","SYN2"
"12386","211502_s_at","CDK14"
"12387","209526_s_at","HDGFL3"
"12388","209524_at","HDGFL3"
"12389","209525_at","HDGFL3"
"12390","209995_s_at","TCL1A"
"12391","209836_x_at","BOLA2B"
"12392","213974_at","ADAMTSL3"
"12393","209607_x_at","SLX1A-SULT1A3"
"12394","210580_x_at","SLX1A-SULT1A3"
"12395","209607_x_at","SULT1A3"
"12396","210580_x_at","SULT1A3"
"12397","210962_s_at","AKAP9"
"12398","212720_at","PAPOLA"
"12399","212718_at","PAPOLA"
"12400","211203_s_at","CNTN1"
"12401","213212_x_at","GOLGA6L4"
"12402","210396_s_at","SMG1P5"
"12403","213212_x_at","GOLGA6L5P"
"12404","212785_s_at","LARP7"
"12405","213031_s_at","WDR73"
"12406","211696_x_at","HBB"
"12407","210474_s_at","CDK11A"
"12408","212401_s_at","CDK11A"
"12409","211289_x_at","CDK11A"
"12410","213475_s_at","ITGAL"
"12411","213515_x_at","HBG1"
"12412","212039_x_at","RPL3P4"
"12413","211073_x_at","RPL3P4"
"12414","213515_x_at","AC104389.6"
"12415","213515_x_at","HBG2"
"12416","213515_x_at","AC104389.5"
"12417","211312_s_at","CCN4"
"12418","210513_s_at","VEGFA"
"12419","210512_s_at","VEGFA"
"12420","211527_x_at","VEGFA"
"12421","212171_x_at","VEGFA"
"12422","212465_at","SETD3"
"12423","213389_at","ZNF592"
"12424","213529_at","ZNF688"
"12425","213527_s_at","ZNF688"
"12426","210474_s_at","AL031282.2"
"12427","212401_s_at","AL031282.2"
"12428","211289_x_at","AL031282.2"
"12429","213525_at","AC002310.2"
"12430","213607_x_at","NADK"
"12431","213018_at","GATAD1"
"12432","212522_at","PDE8A"
"12433","212521_s_at","PDE8A"
"12434","212275_s_at","SRCAP"
"12435","210705_s_at","TRIM5"
"12436","212275_s_at","AC106886.5"
"12437","213667_at","AC106886.5"
"12438","213667_at","TMEM265"
"12439","213293_s_at","TRIM22"
"12440","210724_at","ADGRE3"
"12441","213547_at","CAND2"
"12442","209534_x_at","AKAP13"
"12443","209756_s_at","MYCN"
"12444","211377_x_at","MYCN"
"12445","209757_s_at","MYCN"
"12446","213746_s_at","FLNA"
"12447","209683_at","CYRIA"
"12448","213196_at","ZNF629"
"12449","210381_s_at","CCKBR"
"12450","212316_at","NUP210"
"12451","213947_s_at","NUP210"
"12452","212315_s_at","NUP210"
"12453","213010_at","CAVIN3"
"12454","209662_at","CETN3"
"12455","209420_s_at","SMPD1"
"12456","213202_at","SETD1A"
"12457","210307_s_at","KLHL25"
"12458","213960_at","NTRK3"
"12459","213296_at","RER1"
"12460","209781_s_at","KHDRBS3"
"12461","212962_at","SYDE1"
"12462","209477_at","EMD"
"12463","210624_s_at","ILVBL"
"12464","210248_at","WNT7A"
"12465","209560_s_at","DLK1"
"12466","211595_s_at","MRPS11"
"12467","210794_s_at","MEG3"
"12468","212732_at","MEG3"
"12469","210013_at","HPX"
"12470","213885_at","TRIM3"
"12471","213884_s_at","TRIM3"
"12472","210605_s_at","MFGE8"
"12473","211030_s_at","SLC6A6"
"12474","209505_at","NR2F1"
"12475","209506_s_at","NR2F1"
"12476","213310_at","AGO2"
"12477","213678_at","TMEM151B"
"12478","213676_at","TMEM151B"
"12479","212936_at","FAM172A"
"12480","212099_at","RHOB"
"12481","211106_at","SUPT3H"
"12482","213008_at","FANCI"
"12483","213007_at","FANCI"
"12484","213084_x_at","RPL23AP2"
"12485","210576_at","CYP4F8"
"12486","213850_s_at","SCAF11"
"12487","213317_at","CLIC5"
"12488","210184_at","ITGAX"
"12489","213305_s_at","PPP2R5C"
"12490","213942_at","MEGF6"
"12491","209651_at","TGFB1I1"
"12492","210452_x_at","CYP4F2"
"12493","209929_s_at","IKBKG"
"12494","212951_at","ADGRF5"
"12495","212950_at","ADGRF5"
"12496","213387_at","ATAD2B"
"12497","211928_at","DYNC1H1"
"12498","212124_at","ZMIZ1"
"12499","210546_x_at","CTAG1A"
"12500","211674_x_at","CTAG1A"
"12501","212423_at","ZCCHC24"
"12502","212419_at","ZCCHC24"
"12503","210546_x_at","CTAG1B"
"12504","211674_x_at","CTAG1B"
"12505","209931_s_at","MFSD2B"
"12506","209929_s_at","IKBKGP1"
"12507","210546_x_at","CTAG2"
"12508","211674_x_at","CTAG2"
"12509","212481_s_at","TPM4"
"12510","209931_s_at","FKBP1B"
"12511","210609_s_at","TP53I3"
"12512","212586_at","CAST"
"12513","212580_at","CAST"
"12514","211254_x_at","RHAG"
"12515","210051_at","RAPGEF3"
"12516","211968_s_at","HSP90AA1"
"12517","211969_at","HSP90AA1"
"12518","210211_s_at","HSP90AA1"
"12519","213339_at","TP73-AS1"
"12520","213340_s_at","TP73-AS1"
"12521","212975_at","DENND3"
"12522","212974_at","DENND3"
"12523","209907_s_at","ITSN2"
"12524","210545_at","ITSN2"
"12525","209898_x_at","ITSN2"
"12526","210262_at","CRISP2"
"12527","212841_s_at","PPFIBP2"
"12528","210212_x_at","BX470111.1"
"12529","210212_x_at","CMC4"
"12530","212904_at","LRRC47"
"12531","213843_x_at","SLC6A10P"
"12532","210854_x_at","SLC6A10P"
"12533","213415_at","CLIC2"
"12534","211628_x_at","FTH1P5"
"12535","210285_x_at","AL158050.1"
"12536","213215_at","AP3S2"
"12537","213843_x_at","AC133561.1"
"12538","210854_x_at","AC133561.1"
"12539","210249_s_at","NCOA1"
"12540","213542_at","ZNF710"
"12541","213657_s_at","ZNF710-AS1"
"12542","213658_at","ZNF710-AS1"
"12543","210046_s_at","IDH2"
"12544","210045_at","IDH2"
"12545","210090_at","ARC"
"12546","212612_at","RCOR1"
"12547","210737_at","TUB"
"12548","213369_at","CDHR1"
"12549","213471_at","MIR4689"
"12550","213471_at","NPHP4"
"12551","213035_at","ANKRD28"
"12552","211457_at","GABARAPL3"
"12553","210840_s_at","IQGAP1"
"12554","213446_s_at","IQGAP1"
"12555","211353_at","LRIT1"
"12556","212391_x_at","RPS3AP5"
"12557","213492_at","COL2A1"
"12558","213248_at","AL109918.1"
"12559","212264_s_at","WAPL"
"12560","212267_at","WAPL"
"12561","213748_at","TRIM66"
"12562","212646_at","RFTN1"
"12563","213717_at","LDB3"
"12564","213371_at","LDB3"
"12565","212094_at","PEG10"
"12566","212092_at","PEG10"
"12567","210638_s_at","FBXO9"
"12568","212991_at","FBXO9"
"12569","212987_at","FBXO9"
"12570","213578_at","BMPR1A"
"12571","212878_s_at","KLC1"
"12572","213656_s_at","KLC1"
"12573","212877_at","KLC1"
"12574","210976_s_at","PFKM"
"12575","209788_s_at","ERAP1"
"12576","210385_s_at","ERAP1"
"12577","209877_at","SNCG"
"12578","211791_s_at","KCNAB2"
"12579","213445_at","ZC3H3"
"12580","213695_at","PON3"
"12581","210830_s_at","PON2"
"12582","209585_s_at","MINPP1"
"12583","210554_s_at","CTBP2P4"
"12584","212958_x_at","PAM"
"12585","212877_at","AL139300.1"
"12586","212878_s_at","AL139300.1"
"12587","213707_s_at","DLX5"
"12588","212254_s_at","DST"
"12589","212253_x_at","DST"
"12590","210542_s_at","SLCO3A1"
"12591","209530_at","CACNB3"
"12592","212561_at","DENND5A"
"12593","210532_s_at","ATP5MPL"
"12594","212519_at","UBE2E1"
"12595","212622_at","TMEM41B"
"12596","212623_at","TMEM41B"
"12597","213835_x_at","GTPBP3"
"12598","210056_at","RND1"
"12599","211622_s_at","AC073610.2"
"12600","212391_x_at","RPS3AP26"
"12601","213965_s_at","CHD5"
"12602","211622_s_at","ARF3"
"12603","213479_at","NPTX2"
"12604","209750_at","NR1D2"
"12605","213295_at","CYLD"
"12606","209430_at","BTAF1"
"12607","211790_s_at","KMT2D"
"12608","212533_at","WEE1"
"12609","213084_x_at","RPL23AP65"
"12610","210369_at","SWAP70"
"12611","212833_at","SLC25A46"
"12612","213646_x_at","TUBA1B"
"12613","211058_x_at","TUBA1B"
"12614","211072_x_at","TUBA1B"
"12615","212639_x_at","TUBA1B"
"12616","213646_x_at","TUBA1A"
"12617","211058_x_at","TUBA1A"
"12618","212639_x_at","TUBA1A"
"12619","210792_x_at","SIVA1"
"12620","211841_s_at","TNFRSF25"
"12621","211282_x_at","TNFRSF25"
"12622","210847_x_at","TNFRSF25"
"12623","212557_at","ZNF451"
"12624","211987_at","TOP2B"
"12625","211750_x_at","TUBA1C"
"12626","212639_x_at","TUBA1C"
"12627","210349_at","CAMK4"
"12628","210821_x_at","CENPA"
"12629","213847_at","PRPH"
"12630","212615_at","CHD9"
"12631","212616_at","CHD9"
"12632","209491_s_at","AMPD3"
"12633","211864_s_at","MYOF"
"12634","213242_x_at","CEP170B"
"12635","213669_at","FCHO1"
"12636","212730_at","SYNM"
"12637","212992_at","AHNAK2"
"12638","213512_at","CLBA1"
"12639","211093_at","PDE6C"
"12640","210186_s_at","FKBP1C"
"12641","212332_at","RBL2"
"12642","212331_at","RBL2"
"12643","209784_s_at","JAG2"
"12644","212535_at","MEF2A"
"12645","210460_s_at","PIPSL"
"12646","213959_s_at","RPGRIP1L"
"12647","212919_at","DCP2"
"12648","211028_s_at","KHK"
"12649","209702_at","FTO"
"12650","211108_s_at","JAK3"
"12651","211109_at","JAK3"
"12652","210286_s_at","SLC4A7"
"12653","209884_s_at","SLC4A7"
"12654","211694_at","TSSK1B"
"12655","213077_at","YTHDC2"
"12656","212778_at","PACS2"
"12657","212075_s_at","CSNK2A3"
"12658","211843_x_at","CYP3A7-CYP3A51P"
"12659","211011_at","COL19A1"
"12660","211123_at","SLC5A5"
"12661","211843_x_at","CYP3A7"
"12662","213802_at","PRSS12"
"12663","210239_at","IRX5"
"12664","213192_at","THAP3"
"12665","211783_s_at","MTA1"
"12666","211442_x_at","CYP3A43"
"12667","211441_x_at","CYP3A43"
"12668","211440_x_at","CYP3A43"
"12669","213341_at","FEM1C"
"12670","213268_at","CAMTA1"
"12671","213045_at","MAST3"
"12672","213930_at","ATG12"
"12673","213026_at","ATG12"
"12674","211749_s_at","VAMP3"
"12675","212473_s_at","MICAL2"
"12676","212472_at","MICAL2"
"12677","210353_s_at","SLC6A2"
"12678","211476_at","MYOZ2"
"12679","213782_s_at","MYOZ2"
"12680","210553_x_at","PCSK6"
"12681","211263_s_at","PCSK6"
"12682","211262_at","PCSK6"
"12683","211818_s_at","AC008397.2"
"12684","211818_s_at","PDE4C"
"12685","211705_s_at","SORBS1"
"12686","211819_s_at","SORBS1"
"12687","213675_at","PARVA"
"12688","211786_at","TNFRSF9"
"12689","213611_at","AQP5"
"12690","212684_at","ZNF3"
"12691","210971_s_at","ARNTL"
"12692","209824_s_at","ARNTL"
"12693","211921_x_at","PTMAP2"
"12694","213504_at","COPS6"
"12695","210983_s_at","MCM7"
"12696","210260_s_at","TNFAIP8"
"12697","212429_s_at","MPV17"
"12698","212827_at","IGHM"
"12699","212090_at","GRINA"
"12700","210983_s_at","MIR106B"
"12701","209837_at","AP4M1"
"12702","213461_at","NUDT21"
"12703","212481_s_at","AC098614.2"
"12704","209518_at","SMARCD1"
"12705","212429_s_at","GTF3C2"
"12706","210620_s_at","GTF3C2"
"12707","211060_x_at","GPAA1"
"12708","213706_at","GPD1"
"12709","209437_s_at","SPON1"
"12710","209436_at","SPON1"
"12711","212185_x_at","MT2A"
"12712","212589_at","RRAS2"
"12713","212590_at","RRAS2"
"12714","212859_x_at","MT1E"
"12715","213226_at","CCNA2"
"12716","209429_x_at","EIF2B4"
"12717","210450_at","MIR5195"
"12718","210450_at","IGHV5-78"
"12719","213629_x_at","MT1F"
"12720","210524_x_at","MT1F"
"12721","211456_x_at","MT1H"
"12722","210814_at","TRPC3"
"12723","212779_at","KIAA1109"
"12724","213091_at","CRTC1"
"12725","210759_s_at","AC018523.2"
"12726","211746_x_at","AC018523.2"
"12727","213640_s_at","LOX"
"12728","212714_at","LARP4"
"12729","211746_x_at","PSMA1"
"12730","210759_s_at","PSMA1"
"12731","211230_s_at","PIK3CD"
"12732","212123_at","TCTN3"
"12733","212121_at","TCTN3"
"12734","209473_at","ENTPD1"
"12735","209474_s_at","ENTPD1"
"12736","212563_at","MIR7112"
"12737","211168_s_at","UPF1"
"12738","212510_at","GPD1L"
"12739","210728_s_at","CALCA"
"12740","210727_at","CALCA"
"12741","212558_at","SPRY1"
"12742","209703_x_at","METTL7A"
"12743","213893_x_at","PMS2P1"
"12744","210047_at","SLC11A2"
"12745","210811_s_at","DDX49"
"12746","210685_s_at","UBE4B"
"12747","210487_at","DNTT"
"12748","213477_x_at","EEF1A1"
"12749","213583_x_at","EEF1A1"
"12750","213614_x_at","EEF1A1"
"12751","213505_s_at","SUGP2"
"12752","212001_at","SUGP2"
"12753","212000_at","SUGP2"
"12754","211088_s_at","PLK4"
"12755","212790_x_at","RPL13AP5"
"12756","210646_x_at","RPL13AP5"
"12757","211942_x_at","RPL13AP5"
"12758","213601_at","SLIT1"
"12759","213070_at","PIK3C2A"
"12760","213591_at","ALDH7A1"
"12761","213072_at","CYHR1"
"12762","213681_at","CYHR1"
"12763","210215_at","TFR2"
"12764","212738_at","ARHGAP19"
"12765","212595_s_at","DAZAP2"
"12766","209864_at","FRAT2"
"12767","209679_s_at","SMAGP"
"12768","209926_at","BORCS8"
"12769","212228_s_at","COQ9"
"12770","212308_at","CLASP2"
"12771","212306_at","CLASP2"
"12772","212309_at","CLASP2"
"12773","213520_at","RECQL4"
"12774","210182_at","CENPS-CORT"
"12775","213454_at","CENPS"
"12776","210182_at","CORT"
"12777","210246_s_at","ABCC8"
"12778","212228_s_at","AC009052.1"
"12779","209691_s_at","DOK4"
"12780","209690_s_at","DOK4"
"12781","213256_at","MARCHF3"
"12782","209482_at","POP7"
"12783","209547_s_at","SUGP1"
"12784","213227_at","PGRMC2"
"12785","212505_s_at","MAU2"
"12786","212070_at","ADGRG1"
"12787","210798_x_at","MASP2"
"12788","211566_x_at","BABAM2"
"12789","212645_x_at","BABAM2"
"12790","211931_s_at","HNRNPA3P10"
"12791","210838_s_at","ACVRL1"
"12792","213198_at","ACVR1B"
"12793","210226_at","NR4A1"
"12794","210480_s_at","MYO6"
"12795","213858_at","ZNF250"
"12796","211184_s_at","USH1C"
"12797","209921_at","SLC7A11"
"12798","213711_at","KRT81"
"12799","210361_s_at","ELF2"
"12800","212680_x_at","PPP1R14BP3"
"12801","213680_at","KRT6B"
"12802","209635_at","AP1S1"
"12803","210455_at","R3HCC1L"
"12804","211064_at","ZNF493"
"12805","210799_at","HTR1B"
"12806","212542_s_at","PHIP"
"12807","213074_at","PHIP"
"12808","210112_at","HPS1"
"12809","213240_s_at","KRT4"
"12810","213828_x_at","H3P16"
"12811","211940_x_at","H3P16"
"12812","213261_at","TRANK1"
"12813","210697_at","ZNF257"
"12814","212956_at","TBC1D9"
"12815","212960_at","TBC1D9"
"12816","211938_at","EIF4B"
"12817","211937_at","EIF4B"
"12818","210653_s_at","BCKDHB"
"12819","213321_at","BCKDHB"
"12820","209661_at","KIFC3"
"12821","213683_at","ACSL6"
"12822","211207_s_at","ACSL6"
"12823","213760_s_at","ZNF330"
"12824","209814_at","ZNF330"
"12825","212838_at","DNMBP"
"12826","212494_at","TNS2"
"12827","209957_s_at","NPPA"
"12828","213801_x_at","RPSAP58"
"12829","209666_s_at","CHUK"
"12830","211099_s_at","CNGB1"
"12831","210769_at","CNGB1"
"12832","211708_s_at","SCD"
"12833","211162_x_at","SCD"
"12834","213251_at","SMARCA5"
"12835","213859_x_at","SMARCA5"
"12836","209889_at","SEC31B"
"12837","213271_s_at","DOP1A"
"12838","213267_at","DOP1A"
"12839","212782_x_at","POLR2J"
"12840","213969_x_at","RPL29P11"
"12841","212707_s_at","RASA4B"
"12842","212706_at","RASA4B"
"12843","210677_at","SOAT2"
"12844","210041_s_at","PGM3"
"12845","211821_x_at","GYPA"
"12846","211820_x_at","GYPA"
"12847","210229_s_at","CSF2"
"12848","212782_x_at","POLR2J3"
"12849","213523_at","CCNE1"
"12850","211563_s_at","URI1"
"12851","210157_at","URI1"
"12852","210301_at","XDH"
"12853","212706_at","RASA4"
"12854","212707_s_at","RASA4"
"12855","211564_s_at","PDLIM4"
"12856","211821_x_at","AC098588.3"
"12857","211820_x_at","AC098588.3"
"12858","212706_at","AC105052.4"
"12859","212707_s_at","AC105052.1"
"12860","213555_at","RWDD2A"
"12861","212782_x_at","AC105052.3"
"12862","212782_x_at","POLR2J2"
"12863","212707_s_at","RASA4DP"
"12864","212323_s_at","VPS13D"
"12865","212326_at","VPS13D"
"12866","212324_s_at","VPS13D"
"12867","209748_at","SPAST"
"12868","212861_at","MFSD5"
"12869","210908_s_at","ESPL1"
"12870","210908_s_at","PFDN5"
"12871","210993_s_at","SMAD1"
"12872","213623_at","KIF3A"
"12873","210908_s_at","AC073611.1"
"12874","209950_s_at","VILL"
"12875","213097_s_at","DNAJC2"
"12876","209551_at","YIPF4"
"12877","213517_at","AC023509.1"
"12878","213263_s_at","PCBP2"
"12879","213264_at","PCBP2"
"12880","213517_at","PCBP2"
"12881","211016_x_at","HSPA4"
"12882","211015_s_at","HSPA4"
"12883","213752_at","KAZN"
"12884","213478_at","KAZN"
"12885","209653_at","AL135903.1"
"12886","212038_s_at","VDAC1"
"12887","212692_s_at","LRBA"
"12888","211951_at","NOLC1"
"12889","211949_s_at","NOLC1"
"12890","210775_x_at","CASP9"
"12891","210518_at","CDH8"
"12892","212333_at","FAM98A"
"12893","212911_at","DNAJC16"
"12894","212908_at","DNAJC16"
"12895","211763_s_at","UBE2B"
"12896","210302_s_at","MAB21L2"
"12897","210303_at","MAB21L2"
"12898","210253_at","HTATIP2"
"12899","209448_at","HTATIP2"
"12900","212391_x_at","RPS3A"
"12901","211212_s_at","ORC5"
"12902","211213_at","ORC5"
"12903","212660_at","JADE2"
"12904","213320_at","PRMT3"
"12905","211937_at","EIF4BP6"
"12906","212391_x_at","SNORD73B"
"12907","210704_at","FEZ2"
"12908","210810_s_at","SLC6A5"
"12909","212146_at","PLEKHM2"
"12910","212902_at","SEC24A"
"12911","212900_at","SEC24A"
"12912","211600_at","MTND5P11"
"12913","209587_at","PITX1"
"12914","213294_at","EIF2AK2"
"12915","212366_at","ZNF292"
"12916","212368_at","ZNF292"
"12917","212126_at","CBX5"
"12918","209715_at","CBX5"
"12919","213314_at","SMIM8"
"12920","213312_at","SMIM8"
"12921","212126_at","MIR3198-2"
"12922","213356_x_at","HNRNPA1"
"12923","210853_at","SCN11A"
"12924","210876_at","ANXA2P1"
"12925","212004_at","SZRD1"
"12926","212003_at","SZRD1"
"12927","212002_at","SZRD1"
"12928","212005_at","SZRD1"
"12929","210028_s_at","ORC3"
"12930","209760_at","TMEM131L"
"12931","211084_x_at","PRKD3"
"12932","213436_at","CNR1"
"12933","209636_at","NFKB2"
"12934","210444_at","NPY6R"
"12935","212854_x_at","NBPF1"
"12936","211849_s_at","RNGTT"
"12937","211387_x_at","RNGTT"
"12938","211038_s_at","CROCCP2"
"12939","213380_x_at","MST1P2"
"12940","209930_s_at","NFE2"
"12941","213382_at","MST1L"
"12942","213380_x_at","MST1L"
"12943","210352_at","BRD8"
"12944","213801_x_at","RPSA"
"12945","210730_s_at","NPY2R"
"12946","210729_at","NPY2R"
"12947","210193_at","MOBP"
"12948","213433_at","ARL3"
"12949","209791_at","PADI2"
"12950","209734_at","NCKAP1L"
"12951","211972_x_at","RPLP0P6"
"12952","211720_x_at","RPLP0P6"
"12953","211651_s_at","LAMB1"
"12954","209874_x_at","CNNM2"
"12955","211537_x_at","MAP3K7"
"12956","211536_x_at","MAP3K7"
"12957","211555_s_at","GUCY1B1"
"12958","213509_x_at","CES2"
"12959","209667_at","CES2"
"12960","209668_x_at","CES2"
"12961","210053_at","TAF5"
"12962","213588_x_at","RPL14"
"12963","213853_at","DNAJC24"
"12964","213649_at","SRSF7"
"12965","212422_at","PDCD11"
"12966","212424_at","PDCD11"
"12967","212633_at","UFL1"
"12968","212634_at","UFL1"
"12969","211552_s_at","ALDH4A1"
"12970","210878_s_at","KDM3B"
"12971","213420_at","DHX57"
"12972","213252_at","SH3PXD2A"
"12973","211950_at","AL137127.1"
"12974","209663_s_at","ITGA7"
"12975","211950_at","UBR4"
"12976","212777_at","SOS1"
"12977","212780_at","SOS1"
"12978","209943_at","FBXL4"
"12979","210977_s_at","HSF4"
"12980","212179_at","PNISR"
"12981","212176_at","PNISR"
"12982","212177_at","PNISR"
"12983","210106_at","AC009779.3"
"12984","210106_at","RDH5"
"12985","212396_s_at","EMC1"
"12986","212394_at","EMC1"
"12987","212395_s_at","EMC1"
"12988","210844_x_at","CTNNA1"
"12989","211805_s_at","SLC8A1"
"12990","210804_x_at","SLC8A1"
"12991","209840_s_at","LRRN3"
"12992","209841_s_at","LRRN3"
"12993","211272_s_at","DGKA"
"12994","212815_at","ASCC3"
"12995","213216_at","OTUD3"
"12996","212041_at","ATP6V0D1"
"12997","212497_at","AL133338.2"
"12998","213845_at","GRIK2"
"12999","209848_s_at","PMEL"
