"","affy_mouse430a_2","mgi_symbol"
"1185","","Mir6915"
"1186","","Gm25832"
"1187","","Gm22381"
"1188","","Mir669a-5"
"1189","","Mir6898"
"1190","","Mir6938"
"1191","","Mir195b"
"1192","","Mir28b"
"1193","","Gm44343"
"1194","","Gm26374"
"1195","","Gm47296"
"1196","","Gm22932"
"1197","","Gm23470"
"1198","","Gm25500"
"1199","","Gm25833"
"1200","","Gm24045"
"1201","","Gm22747"
"1202","","Gm25152"
"1203","","Gm25048"
"1204","","Rpph1"
"1205","","Mir6345"
"1206","","Gm26381"
"1207","","Gm26323"
"1208","","Mir543"
"1209","1449277_at",""
"1210","","Gm22794"
"1211","","Gm24359"
"1212","","Gm26270"
"1213","","Mir871"
"1214","1423661_s_at","Mir26a-2"
"1215","1423660_at","Mir26a-2"
"1216","","Gm22254"
"1217","","Gm25951"
"1218","","Gm22194"
"1219","","Gm24933"
"1220","","Mir147"
"1221","","Gm22069"
"1222","","Mir297a-3"
"1223","","Gm24812"
"1224","","Gm24813"
"1225","","Gm25024"
"1226","","Gm24982"
"1227","","Gm22482"
"1228","","Mir7234"
"1229","","Rnu3b1"
"1230","","Gm3893"
"1231","","Gm23025"
"1232","","Gm24294"
"1233","","Gm27383"
"1234","","n-R5s168"
"1235","","Gm25200"
"1236","","Gm44318"
"1237","","Gm27875"
"1238","","Gm27392"
"1239","","Mir3112"
"1240","","Gm22917"
"1241","","Gm22934"
"1242","","Gm25516"
"1243","","Gm23532"
"1244","","Nkx2-2os"
"1245","1420843_at","Mir7226"
"1246","1420841_at","Mir7226"
"1247","","Gm25481"
"1248","","Gm22915"
"1249","","Gm26416"
"1250","","Gm27715"
"1251","","Gm23642"
"1252","","Gm10813"
"1253","","Mir9-2"
"1254","","Gm22693"
"1255","","Gm23758"
"1256","","Gm23144"
"1257","1439399_a_at","Gm22680"
"1258","1454703_x_at","Gm22680"
"1259","1437658_a_at","Gm22680"
"1260","","Gm44471"
"1261","","Mir6241"
"1262","","Gm17542"
"1263","","Gm22430"
"1264","","Gm22612"
"1265","","Gm24440"
"1266","1427298_at","Mir214"
"1267","","Mir184"
"1268","","Gm23990"
"1269","","Gm25673"
"1270","","Mir129-2"
"1271","","Gm24811"
"1272","","Gm23791"
"1273","","Gm23550"
"1274","","Gm25255"
"1275","","Gm24810"
"1276","","Mir694"
"1277","","Mir142b"
"1278","","Gm23233"
"1279","","Mir5625"
"1280","","Gm24378"
"1281","","Gm24940"
"1282","","Mir324"
"1283","","Mir34c"
"1284","","Gm25717"
"1285","","Mir302d"
"1286","","Gm24543"
"1287","","Gm25856"
"1288","","Gm23679"
"1289","","Gm23238"
"1290","1429207_at","Mir5136"
"1291","","Gm8334"
"1292","","Gm25448"
"1293","","Gm21830"
"1294","","Gm26474"
"1295","","Mir15b"
"1296","","Gm23179"
"1297","","Gm26012"
"1298","","Gm22655"
"1299","","Mir6395"
"1300","","Gm25085"
"1301","","Gm23140"
"1302","","Mir6947"
"1303","","Gm25007"
"1304","","Gm23278"
"1305","","Gm23994"
"1306","","Gm6960"
"1307","","n-R5s173"
"1308","","Gm25311"
"1309","","Gm17364"
"1310","","Gm24496"
"1311","","Mir127"
"1312","","Gm26083"
"1313","","Mir8110"
"1314","","Gm10563"
"1315","","Gm24418"
"1316","","Gm24495"
"1317","","n-R5s5"
"1318","","Gm10780"
"1319","","Mir1945"
"1320","","Gm26014"
"1321","","Gm22948"
"1322","","Mir148a"
"1323","","Gm17450"
"1324","","Gm22231"
"1325","","Mir547"
"1326","","Gm24109"
"1327","","Gm27818"
"1328","","Gm24751"
"1329","","Gm25171"
"1330","","Gm25581"
"1331","","Gm21738"
"1332","","Gm22811"
"1333","","Gm24189"
"1334","","Gm24179"
"1335","","Gm23014"
"1336","","n-R5s12"
"1337","","Gm28033"
"1338","","Gm23139"
"1339","","Gm17631"
"1340","","Gm24098"
"1341","","Gm22058"
"1342","","Gm27656"
"1343","","Gm22117"
"1344","","Gm27450"
"1345","","Gm24471"
"1346","","Gm20721"
"1347","","Mir669a-9"
"1348","1418269_at","Mir7040"
"1349","","Gm26495"
"1350","","n-R5s125"
"1351","1460301_at",""
"1352","","Gm26489"
"1353","","Gm23020"
"1354","1450200_s_at","Mir7676-1"
"1355","","n-R5s178"
"1356","","Mir1930"
"1357","","Gm23988"
"1358","1444292_at","Mir295"
"1359","1437969_s_at","Tsr3"
"1360","","Mir200b"
"1361","","Gm22851"
"1362","","Gm26149"
"1363","","Gm10160"
"1364","","Rprl3"
"1365","","n-R5s2"
"1366","","Gm22602"
"1367","","Gm44396"
"1368","","Mir466d"
"1369","","Mir5124b"
"1370","","Gm22454"
"1371","","Gm22061"
"1372","","Gm25145"
"1373","","Mir6904"
"1374","","Mir7215"
"1375","","Gm25939"
"1376","","Gm25107"
"1377","","Gm22632"
"1378","","Mir669a-3"
"1379","","Gm26657"
"1380","","Gm7735"
"1381","","Gm17268"
"1382","1448194_a_at","Mir675"
"1383","","Gm24171"
"1384","","Gm24667"
"1385","","Gnptg"
"1386","","Gm22646"
"1387","","Mir6978"
"1388","","n-R5s58"
"1389","","Gm23838"
"1390","","Gm25813"
"1391","","Gm22798"
"1392","1422141_s_at",""
"1393","1422140_at",""
"1394","1460416_s_at",""
"1395","","Mir1251"
"1396","1430891_at","Gm26620"
"1397","","Gm27839"
"1398","","Gm23210"
"1399","","Gm24382"
"1400","","Gm24250"
"1401","","Gm24715"
"1402","1454703_x_at","Gm24452"
"1403","1437658_a_at","Gm24452"
"1404","1433675_at","Gm24452"
"1405","","Mir509"
"1406","","Gm22033"
"1407","","n-R5s118"
"1408","","Gm10772"
"1409","","Mir467g"
"1410","","Mir133a-2"
"1411","","Gm27379"
"1412","","Gm22785"
"1413","","Gm25950"
"1414","","Mir872"
"1415","","Mir3059"
"1416","","Gm24573"
"1417","","n-R5s14"
"1418","","Gm26168"
"1419","","Gm23456"
"1420","","Gm21863"
"1421","","Mir1894"
"1422","","Gm25162"
"1423","","Gm25648"
"1424","","Gm10205"
"1425","","Gm24391"
"1426","1418364_a_at","Gm22133"
"1427","","Mir8104"
"1428","","Gm25423"
"1429","","Gm27476"
"1430","","Gm23338"
"1431","","Gm21750"
"1432","","Gm20730"
"1433","","Gm26313"
"1434","","Gm23316"
"1435","","Gm25597"
"1436","","Gm22901"
"1437","","Gm25775"
"1438","","Gm27731"
"1439","","1700024J04Rik"
"1440","","Gm23629"
"1441","1427980_at","Mir7077"
"1442","","Gm23715"
"1443","","Gm47299"
"1444","","Gm26184"
"1445","","Gm27704"
"1446","","Gm23375"
"1447","","Gm22276"
"1448","","Gm24903"
"1449","","Gm25052"
"1450","","Gm22341"
"1451","","Gm22112"
"1452","","Mir6481"
"1453","","Gm24191"
"1454","","Gm24578"
"1455","","Gm24923"
"1456","","Gm22974"
"1457","","Gm25630"
"1458","","A930002H24Rik"
"1459","1450840_a_at","Snora69"
"1460","","Gm23269"
"1461","1439399_a_at","Snord22"
"1462","1454703_x_at","Snord22"
"1463","1437658_a_at","Snord22"
"1464","","Gm26279"
"1465","","Rn7sk"
"1466","","Gm22247"
"1467","","Gm22316"
"1468","","Gm23536"
"1469","","Snord96a"
"1470","","Gm23116"
"1471","","Mir1927"
"1472","","Mir669a-12"
"1473","","Mir7578"
"1474","","Gm23094"
"1475","","Gm22421"
"1476","","Gm22026"
"1477","1416219_at","Gm27597"
"1478","","Gm22372"
"1479","","Gm23452"
"1480","","Gm25741"
"1481","","Mir3970"
"1482","","Gm25646"
"1483","","Gm24163"
"1484","","Gm26230"
"1485","","Gm25263"
"1486","","Mir135a-1"
"1487","","Mir24-2"
"1488","1460680_a_at","Snora21"
"1489","","Gm23192"
"1490","","Gm26465"
"1491","","Gm23649"
"1492","","Gm25361"
"1493","","Gm24399"
"1494","1418779_at","Mir6986"
"1495","","Gm26107"
"1496","","Gm25684"
"1497","","Gm24434"
"1498","","Gm26413"
"1499","","Mirlet7c-1"
"1500","","Gm25393"
"1501","","Gm25830"
"1502","","Snord43"
"1503","","Mir7660"
"1504","","n-R5s39"
"1505","","Gm23231"
"1506","","n-R5s143"
"1507","","Mir1946b"
"1508","","Gm22914"
"1509","","Mir132"
"1510","","Gm25489"
"1511","","Mir300"
"1512","","Mir6516"
"1513","","Gm25134"
"1514","","Mir350"
"1515","","Mir6991"
"1516","1455904_at","Snord47"
"1517","","Gm23569"
"1518","","Gm25901"
"1519","","Zakit"
"1520","1436713_s_at","Gm27300"
"1521","","Gm25704"
"1522","","Gm22945"
"1523","1434181_at","Gm22637"
"1524","","Gm27735"
"1525","","Mir7647"
"1526","","Gm22904"
"1527","","n-R5s8"
"1528","","Mir7651"
"1529","","Gm26018"
"1530","","Gm24259"
"1531","","Gm27373"
"1532","","Gm23723"
"1533","","Gm25435"
"1534","","Gm25797"
"1535","","Gm26411"
"1536","","Gm26476"
"1537","","Gm26056"
"1538","","Gm25898"
"1539","","Gm22174"
"1540","","Gm25736"
"1541","","Gm25129"
"1542","","Gm44324"
"1543","","Mir6956"
"1544","","Gm22299"
"1545","","Gm25252"
"1546","","Mir1951"
"1547","1422302_s_at","Mir692-2"
"1548","1418364_a_at","Mir692-2"
"1549","","Gm26329"
"1550","","Gm22358"
"1551","","Gm22271"
"1552","","Gm23940"
"1553","","Gm25353"
"1554","","Gm17304"
"1555","","Mir7045"
"1556","","Gm23945"
"1557","","Gm26272"
"1558","","Gm25494"
"1559","","n-R5s183"
"1560","","Gm25995"
"1561","","Gm25295"
"1562","","Gm26055"
"1563","","Gm24096"
"1564","","Gm26355"
"1565","","n-R5s61"
"1566","","Gm23163"
"1567","","Mir344d-1"
"1568","","Gm24306"
"1569","","Gm27486"
"1570","","Gm25089"
"1571","","Gm27315"
"1572","","Gm24696"
"1573","","Gm26298"
"1574","","Gm23303"
"1575","","Mir31"
"1576","","Gm23979"
"1577","","Gm25215"
"1578","","Gm23999"
"1579","","Gm10974"
"1580","","Gm44298"
"1581","","Gm24205"
"1582","","Gm23447"
"1583","","Gm24060"
"1584","","Gm24920"
"1585","","Mir6994"
"1586","","Gm24389"
"1587","","Gm25551"
"1588","","Gm22892"
"1589","","Gm22136"
"1590","","Mir200c"
"1591","","Mir344-2"
"1592","","Gm47310"
"1593","","Snord2"
"1594","","Gm23349"
"1595","","Mir7119"
"1596","","Gm23850"
"1597","","Mir215"
"1598","","Gm22108"
"1599","","Gm23184"
"1600","","Gm17528"
"1601","","Gm22902"
"1602","","Mir7671"
"1603","","Mir467a-1"
"1604","","Gm22907"
"1605","","Gm23812"
"1606","","Gm24499"
"1607","","Gm25834"
"1608","","Gm26064"
"1609","","Gm23707"
"1610","1448157_s_at","Snora70"
"1611","","Mir7071"
"1612","","Gm25610"
"1613","","Gm25359"
"1614","","Mir199a-1"
"1615","","Gm22603"
"1616","","Mir6379"
"1617","","Gm25574"
"1618","","Gm44341"
"1619","","Gm23331"
"1620","","Gm25571"
"1621","","Gm26148"
"1622","","Gm25023"
"1623","","Gm24774"
"1624","","Gm47298"
"1625","","Gm22669"
"1626","","Mir7228"
"1627","","Gm10801"
"1628","","Mir9-1"
"1629","","Gm24602"
"1630","","n-R5s70"
"1631","","Gm27635"
"1632","","Mir6929"
"1633","","Gm23430"
"1634","","Gm25238"
"1635","","Gm25451"
"1636","","Scarna3a"
"1637","","Gm26151"
"1638","","Gm24461"
"1639","1452436_at","Mir6950"
"1640","","Gm24608"
"1641","","Gm49346"
"1642","","Gm22065"
"1643","","Gm27651"
"1644","","Gm26240"
"1645","","Mir145b"
"1646","","Gm24628"
"1647","1428159_s_at","Ndufab1-ps"
"1648","","Gm44494"
"1649","","Mir486"
"1650","","Rn7s2"
"1651","","Gm26176"
"1652","","Mir7688"
"1653","","Gm25601"
"1654","","n-R5s122"
"1655","","Gm25248"
"1656","","Gm27631"
"1657","","Gm24204"
"1658","","Gm25042"
"1659","","Mir7241"
"1660","","Mir3966"
"1661","","Mir374b"
"1662","","Gm23839"
"1663","","Gm24254"
"1664","","Gm25284"
"1665","","Gm23242"
"1666","","Gm26436"
"1667","","Gm22279"
"1668","","Gm24147"
"1669","","Mir3475"
"1670","","Gm24013"
"1671","","n-R5s60"
"1672","","Mir7019"
"1673","","Mir1195"
"1674","","Gm27646"
"1675","","Gm24674"
"1676","","Gm23792"
"1677","","Gm25806"
"1678","","Gm22456"
"1679","","Mir6990"
"1680","1422209_s_at","Gm26324"
"1681","","Mir7013"
"1682","","Gm23734"
"1683","1422205_at","Gm25239"
"1684","","Mir540"
"1685","","Gm22342"
"1686","","Gm24557"
"1687","","Mir7054"
"1688","","Gm24542"
"1689","","Mir6362"
"1690","","Gm23625"
"1691","","Gm22617"
"1692","","Gm26133"
"1693","","Gm21876"
"1694","","Gm22090"
"1695","","Mir1912"
"1696","","Gm24680"
"1697","","Mir1a-2"
"1698","","Gm24540"
"1699","","n-R5s13"
"1700","","Gm23027"
"1701","","Gm22813"
"1702","","Mir669a-6"
"1703","","Snord8"
"1704","","Mir7668"
"1705","","Gm26130"
"1706","","Gm24905"
"1707","","Gm9987"
"1708","","n-R5s194"
"1709","","Gm22793"
"1710","","Gm23015"
"1711","","Mir3090"
"1712","","Mir6538"
"1713","","Gm22317"
"1714","","Gm27998"
"1715","","Gm23426"
"1716","","Gm24601"
"1717","","Gm27406"
"1718","","Gm26181"
"1719","1449046_a_at","Mir7052"
"1720","","Gm22327"
"1721","","Gm25011"
"1722","","Mir7018"
"1723","","Gm26427"
"1724","","Gm22214"
"1725","","Gm23229"
"1726","1455904_at","Snord80"
"1727","","n-R5s45"
"1728","","Gm22493"
"1729","","Gm23381"
"1730","","Mir338"
"1731","","Gm24488"
"1732","","Gm25025"
"1733","","Gm25173"
"1734","","Gm23124"
"1735","","Gm23087"
"1736","1422307_at","Gm10401"
"1737","","Gm23084"
"1738","","Gm24861"
"1739","","Gm23132"
"1740","","Gm25226"
"1741","","Gm28000"
"1742","","Gm25788"
"1743","1452389_at","Mir8113"
"1744","","Gm44485"
"1745","","Gm25389"
"1746","","Gm22790"
"1747","","Gm24655"
"1748","","Mir7068"
"1749","","Mir6368"
"1750","","Gm25293"
"1751","","Mir7665"
"1752","","Mir5134"
"1753","","Gm24522"
"1754","","Gm27959"
"1755","","Gm22398"
"1756","","n-R5s161"
"1757","","Mir134"
"1758","","Gm26444"
"1759","","Gm24237"
"1760","","Gm25297"
"1761","","Gm27742"
"1762","1416453_x_at","Gm23130"
"1763","1433432_x_at","Gm23130"
"1764","","Mir5624"
"1765","","Gm24357"
"1766","","Mir432"
"1767","","Gm25972"
"1768","","Gm25265"
"1769","","Mir1905"
"1770","","Gm10181"
"1771","","Gm26071"
"1772","","Mir6942"
"1773","","Snora43"
"1774","","Gm27682"
"1775","","Gm24919"
"1776","","Gm23782"
"1777","","Mir467c"
"1778","","Gm22883"
"1779","","Gm25038"
"1780","","Gm23854"
"1781","","n-R5s18"
"1782","","Gm25420"
"1783","","Gm25599"
"1784","","Gm24924"
"1785","1419135_at","Mir6973a"
"1786","","Mir6401"
"1787","1435324_x_at","Gm21596"
"1788","1425048_a_at","Gm21596"
"1789","1439463_x_at","Gm21596"
"1790","1448235_s_at","Gm21596"
"1791","","Gm22095"
"1792","","Mir8102"
"1793","","Gm25624"
"1794","","Gm25004"
"1795","","Gm25438"
"1796","","Gm23356"
"1797","","Gm24168"
"1798","","Mir7218"
"1799","","Gm26173"
"1800","","Gm26004"
"1801","1452540_a_at","Gm44357"
"1802","","Mir5130"
"1803","","Gm26175"
"1804","","Mir3089"
"1805","","Mir6985"
"1806","","Gm23530"
"1807","","Gm25703"
"1808","","Gm23830"
"1809","","Gm23551"
"1810","","Gm27786"
"1811","","Gm27554"
"1812","","Gm44300"
"1813","","Gm22541"
"1814","","Gm25184"
"1815","","Mir6546"
"1816","","Gm23762"
"1817","","Gm27820"
"1818","","Gm23700"
"1819","","Gm22871"
"1820","","Snord19"
"1821","","Gm25611"
"1822","","Gm23796"
"1823","","Gm27952"
"1824","","Gm24896"
"1825","1433816_at","Gm25692"
"1826","","Gm24961"
"1827","","Gm25166"
"1828","","Mir8101"
"1829","","Gm23337"
"1830","1417959_at","Mir6945"
"1831","","Gm25049"
"1832","","Gm27332"
"1833","","Gm24581"
"1834","","Gm23302"
"1835","1417501_at","Mir7022"
"1836","","Gm26368"
"1837","","Mir1224"
"1838","","Gm26344"
"1839","","n-R5s103"
"1840","","Gm23967"
"1841","","Gm25668"
"1842","","Mir6402"
"1843","","Mir7006"
"1844","","Gm22199"
"1845","","Gm23613"
"1846","","Gm25658"
"1847","","Gm24284"
"1848","1436222_at","Gm22489"
"1849","1424843_a_at","Gm22489"
"1850","","Gm26493"
"1851","","Gm22534"
"1852","","Mir7064"
"1853","1454061_at","Gm22591"
"1854","","Gm44497"
"1855","1415781_a_at","Mir684-1"
"1856","1415782_at","Mir684-1"
"1857","","Gm25825"
"1858","","Gm23022"
"1859","","Gm23959"
"1860","","Gm22820"
"1861","","Gm23197"
"1862","","Gm25199"
"1863","","Gm22252"
"1864","","Gm27796"
"1865","","Mir3066"
"1866","","Mir92-2"
"1867","","Gm22059"
"1868","","Gm24657"
"1869","","Gm24392"
"1870","","Gm27553"
"1871","1455001_x_at","Snord35a"
"1872","1433928_a_at","Snord35a"
"1873","1455485_x_at","Snord35a"
"1874","1435873_a_at","Snord35a"
"1875","","Gm24525"
"1876","","Gm22971"
"1877","","Gm25544"
"1878","","Mir8119"
"1879","","Gm27845"
"1880","","Gm23511"
"1881","","Mir8092"
"1882","","Mir130a"
"1883","","Gm22369"
"1884","","Gm23911"
"1885","","Mir1895"
"1886","","Mir1843a"
"1887","1417314_at","Mir6972"
"1888","","Gm24935"
"1889","","Mir3098"
"1890","","Gm22592"
"1891","","Gm23115"
"1892","","Mir1198"
"1893","","Gm23475"
"1894","","Gm23336"
"1895","","Gm26177"
"1896","1424481_s_at","Mir7646"
"1897","1449323_a_at","Snord83b"
"1898","","Mir376c"
"1899","","Gm25211"
"1900","","Mir412"
"1901","","Gm25635"
"1902","","Gm26170"
"1903","","Gm27361"
"1904","","Gm23319"
"1905","","Mir1896"
"1906","","Gm22365"
"1907","","Gm44495"
"1908","","Mir6397"
"1909","","Gm25596"
"1910","","Mir1264"
"1911","","Gm22120"
"1912","","Gm23892"
"1913","","Mir19b-2"
"1914","","Gm27857"
"1915","","Gm22963"
"1916","","Gm27811"
"1917","","Gm23286"
"1918","","Gm22909"
"1919","","Gm27711"
"1920","","n-R5s112"
"1921","","Gm28002"
"1922","1451864_at","Gm23450"
"1923","","Gm24965"
"1924","","Gm23098"
"1925","","Gm22979"
"1926","","Gm26455"
"1927","","Gm25861"
"1928","","Mir1900"
"1929","","Gm44479"
"1930","","Gm24889"
"1931","","Gm22738"
"1932","","Gm25883"
"1933","","Mir874"
"1934","","Gm22973"
"1935","","Mir133c"
"1936","1436713_s_at","Mir1906-1"
"1937","","Mir7009"
"1938","","Gm27490"
"1939","","Scarna17"
"1940","","Gm24872"
"1941","","Gm26236"
"1942","","Gm25773"
"1943","","Gm27826"
"1944","","Mir3072"
"1945","","Gm23709"
"1946","","Gm27686"
"1947","","Gm26347"
"1948","","Mir697"
"1949","","Gm26016"
"1950","","Gm24288"
"1951","","Mir3093"
"1952","","Gm26167"
"1953","","Gm25009"
"1954","","Gm23714"
"1955","","Gm25365"
"1956","","Gm26251"
"1957","","Gm25792"
"1958","","Gm24231"
"1959","","Gm25352"
"1960","","Gm25140"
"1961","","Gm26464"
"1962","","Gm22933"
"1963","","Gm25460"
"1964","","Mir466n"
"1965","","Gm22491"
"1966","","Gm26045"
"1967","","n-R5s169"
"1968","","Gm24760"
"1969","","Gm24059"
"1970","","Gm25213"
"1971","","Gm25488"
"1972","","Gm22320"
"1973","","Gm26449"
"1974","","Gm22995"
"1975","","n-R5s100"
"1976","","Gm22679"
"1977","","Mir302c"
"1978","1436558_at","Gm22620"
"1979","","Gm24232"
"1980","","Mir3102"
"1981","","Gm50450"
"1982","","Gm25190"
"1983","","Gm23441"
"1984","","Gm23198"
"1985","1452052_s_at","Gm27325"
"1986","1426394_at","Gm27325"
"1987","","Gm49348"
"1988","","Gm23772"
"1989","1460543_x_at","Gm22426"
"1990","","Mir466m"
"1991","","Gm23041"
"1992","","Gm25903"
"1993","","Mir7001"
"1994","","Gm25634"
"1995","","Mir367"
"1996","","Gm23239"
"1997","","Gm26435"
"1998","","Gm22767"
"1999","","Gm26180"
"2000","","Gm22910"
"2001","","Gm24303"
"2002","","Gm23510"
"2003","","Gm23500"
"2004","","Gm24283"
"2005","","Gm24939"
"2006","","Gm25197"
"2007","","Gm25742"
"2008","","Gm26497"
"2009","","Gm23824"
"2010","","Gm23923"
"2011","","Gm25413"
"2012","","Gm24566"
"2013","","Gm25875"
"2014","","Gm22504"
"2015","","Gm25823"
"2016","","Mir3104"
"2017","","Gm44330"
"2018","","Gm23459"
"2019","","n-R5s134"
"2020","","Gm23545"
"2021","","Gm23443"
"2022","","Gm24069"
"2023","","Mir669m-2"
"2024","","Gm23191"
"2025","1419445_s_at","Mir3077"
"2026","1419444_at","Mir3077"
"2027","","Gm24971"
"2028","","Gm25663"
"2029","","Gm22824"
"2030","","Mir709"
"2031","","Gm44377"
"2032","","Gm23853"
"2033","","Snora68"
"2034","1437234_x_at","Mir678"
"2035","1416844_at","Mir678"
"2036","","Gm22629"
"2037","","Gm22470"
"2038","","Gm22330"
"2039","","Gm24285"
"2040","","Gm26396"
"2041","","Gm44337"
"2042","","Gm25216"
"2043","1427598_at","Snord116l9"
"2044","","Gm24043"
"2045","","Gm25784"
"2046","","Gm22046"
"2047","1415773_at","Snord82"
"2048","","Gm23451"
"2049","1424333_at","Gm22422"
"2050","","Gm23995"
"2051","","Gm25453"
"2052","","Gm26062"
"2053","","Gm23559"
"2054","","Gm24755"
"2055","","Gm24049"
"2056","1455767_x_at","n-R5s56"
"2057","","Gm24613"
"2058","","Gm25320"
"2059","","Gm25808"
"2060","1459927_at","Mir191"
"2061","","Mir676"
"2062","1431182_at","Snord14e"
"2063","1420623_x_at","Snord14e"
"2064","1420622_a_at","Snord14e"
"2065","1455789_x_at","Snord14e"
"2066","","Gm25370"
"2067","","Gm23664"
"2068","","Mir7224"
"2069","","Gm27542"
"2070","","Snord37"
"2071","1417505_s_at","Il11ra2"
"2072","","Mir7034"
"2073","","Mir292b"
"2074","","Gm22876"
"2075","","Gm24792"
"2076","1415779_s_at","Gm26217"
"2077","","Mir1953"
"2078","","Mir146b"
"2079","","n-R5s151"
"2080","","Gm49800"
"2081","","Gm27717"
"2082","","Gm10945"
"2083","","Gm23469"
"2084","","Gm25979"
"2085","","Gm25109"
"2086","","Gm26228"
"2087","","Gm23801"
"2088","","Gm25706"
"2089","","Mir6351"
"2090","","Mir6952"
"2091","","Gm25958"
"2092","","Gm23983"
"2093","","Gm24817"
"2094","","4930515G13Rik"
"2095","1460198_a_at","Gm6467"
"2096","1417052_at","Gm6467"
"2097","","Gm23389"
"2098","","Gm23768"
"2099","","Gm25777"
"2100","","Gm23391"
"2101","","Mir875"
"2102","","Gm22714"
"2103","","Gm23216"
"2104","","Gm24325"
"2105","","Gm23669"
"2106","","Gm24976"
"2107","","Gm24624"
"2108","","Gm27357"
"2109","","Mir1962"
"2110","","Gm23108"
"2111","","n-R5s28"
"2112","","Gm23152"
"2113","","Gm11042"
"2114","1444292_at","Mir291b"
"2115","1427930_at","Mir6908"
"2116","","Gm23341"
"2117","","Gm25859"
"2118","","Gm17606"
"2119","","Mir376a"
"2120","","Gm26295"
"2121","","Mir137"
"2122","","Gm25949"
"2123","","Gm22374"
"2124","","Gm25440"
"2125","","Gm22890"
"2126","","Gm24925"
"2127","","Gm26393"
"2128","","Gm26080"
"2129","","Gm24670"
"2130","","Mir141"
"2131","","Mir30a"
"2132","","Rnu3b4"
"2133","","n-R5s180"
"2134","","Gm22826"
"2135","","Mir204"
"2136","","Mir124a-3"
"2137","1450343_at",""
"2138","","Gm25136"
"2139","","Mir6380"
"2140","","2410024N13Rik"
"2141","","Gm25735"
"2142","","Gm24886"
"2143","","Gm22563"
"2144","","Gm23516"
"2145","","Gm22272"
"2146","","Gm25936"
"2147","","Mirlet7a-1"
"2148","","Gm23517"
"2149","","Mir434"
"2150","1451349_at","Gm26425"
"2151","","Gm25870"
"2152","","Mir6917"
"2153","","Gm23259"
"2154","1448252_a_at","Gm26457"
"2155","","Gm24470"
"2156","","Gm23268"
"2157","","Gm44403"
"2158","","Gm22789"
"2159","1449352_at","Poll"
"2160","","Gm11116"
"2161","","Gm24787"
"2162","","Gm27782"
"2163","","Gm47292"
"2164","","Gm26179"
"2165","","Gm23343"
"2166","","Mir1192"
"2167","","Gm9985"
"2168","","Gm21828"
"2169","1450986_at","Gm26287"
"2170","","Gm26379"
"2171","","n-R5s124"
"2172","","Rnu1b2"
"2173","","Gm22672"
"2174","","Gm22298"
"2175","","Gm25285"
"2176","","Gm5705"
"2177","","Gm11099"
"2178","","Mir6389"
"2179","","Mir20a"
"2180","","Gm22515"
"2181","","Gm22623"
"2182","","Gm24959"
"2183","","Gm23461"
"2184","","Gm23523"
"2185","","Gm25178"
"2186","","Gm25121"
"2187","","Gm23813"
"2188","","Gm22135"
"2189","","Mir704"
"2190","1459927_at","Mir425"
"2191","","Gm24639"
"2192","","Mir92b"
"2193","","Mir5615-1"
"2194","","Snora35"
"2195","","Gm25104"
"2196","","Gm17555"
"2197","","Gm24593"
